//TagName	Language	Translation	creation date yyyymmdd	Comments
//  GS ShopBuilder, Copyright (c) 2005 by GS Software AG, Dortmund (www.gs-shopbuilder.com) - Do not remove this copyright notice!			date20020101	
// ©2003 GS ShopBuilder - Droits de traduction réservés pour tous les pays. 			date20020102	
// ©2003 GS ShopBuilder - All Rights Reserved.		All translations rights reserved.	date20020103	
// ©2003 GS ShopBuilder - Todos los Derechos quedan reservados. 	 	Todas los derechos de traducción reservados.	date20020104	
// ©2003 GS ShopBuilder - Alle Rechte vorbehalten.	 	Alle Übersetzungsrechte vorbehalten.	date20020105	
// ©2003 GS ShopBuilder - Alle Rechten Voorbehouden. 	 		date20020106	
// ©2003 GS ShopBuilder - Med ensamrätt.	 	 	date20020107	sv
// ©2003 GS ShopBuilder - Tutti i Diritti Riservati. 	 	Tutti i diritti di traduzione riservati.	date20020108	
// ©2003 GS ShopBuilder - Todos os Direitos Reservados.	 	Todas os direitos de tradução reservados.	date20020109	
// ©2003 GS ShopBuilder - Med eneret.	 	 	date20020110	dk
// BITTE NUR AM ENDE EINFUEGEN !!!			date20020111	
//Estonian, Latvian, Lithuanian		windows 1257	date20020112	
//Romanian	Rom	Ro, osteuropaeische Sprachgruppe	Date20020112a	Oste
//Lithuanian	lth	lt	Date20020112a	
//Latvian	lvi	lv	Date20020112a	
//estonian 	eti	et	Date20020112a	
//croatian	hrv	Croatian	date20020113	
//serbian (latin)	srl	Serbian latin	date20020113	
//serbian (cyrillic)	srb	Serbian cyrillic	date20020113	
//hungarian	hun	Kosár megtekintése	date20020113	
//Czech	csy	Czech	date20020114	
//Slovenian	slv	Slovenian	date20020114	
//Slovak	sky	Slovak	date20020114	
//Swedish	sve	Swedish	date20020114	
//Hongkong	zhh	Traditional	date20020115	
//Macau	zhm	Traditional	date20020115	
//China	chs	Simplified	date20020115	
//Singapore	zhi	Simplified	date20020115	
//Taiwan	cht	Traditional	date20020115	
//Bahasa Indonesia	ind	Indonesia	date20020115	
//Bahasa Melayu	msb	Bruney	date20020115	
//Bahasa Malaysia	msl	Malaysia	date20020115	
//LangTagBasket	ind	Keranjang	date20020115	
//LangTagBasket	msb	Keranjang	date20020115	
//LangTagBasket	msl	Keranjang	date20020115	
//			date20020115	
//important notice !!!	eng	Lines begining with LangTagFN... MUST NOT contain blanks or special characters.Please use ONLY a-z, A_Z, 0-9 or _ (underscore).	date20020508	
//LangTagCookie	deu	Für unser Login sind Cookies erforderlich. Bitte aktivieren Sie Cookies in Ihren Browserseinstellungen	date20050869	
//LangTagCookie	eng	Please activate Cookies in your browser settings.	date20050869	
//LangTagFinancialInstitution	deu	Geldinstitut	date20030301	
//LangTagFinancialInstitution	eng	Financial Institution	date20030301	
//LangTagTextQuantity	deu	Menge	date20030301	
//LangTagTextQuantity	eng	Quantity	date20030301	
//LangTagTextSaveData	deu	Eingegebene Formulardaten speichern.<br />(Die Daten werden als Cookie abgespeichert.)	date20030301	Tabellenüberschrift buy3.htm
//LangTagTextSaveData	eng	Save the formular data.(Data are saved in a cookie)	date20030301	
//TagName	Language	Translation	creation date yyyymmdd	Comments
//wichtige Bemerkung !!!	deu	Zeilen, die mit LangTagFN... beginnen, duerfen keine Leerzeichen und keine Sonderzeichen enthalten, Nur a-z, A-Z, 0-9 und _ verwenden !!	date20030508	
LangTagCountryCostaRica	eng	Costa Rica	date20100514

LangTagCountryCotedIvoire	deu	Cote dIvoire	date20100514
LangTagCountryCotedIvoire	eng	Cote dIvoire	date20100514

LangTagCountryDenmark	deu	Dänemark	date20100514
LangTagCountryDenmark	eng	Denmark	date20100514

LangTagCountryGermany	deu	Deutschland	date20100514
LangTagCountryGermany	eng	Germany	date20100514

LangTagCountryDominica	deu	Dominika	date20100514
LangTagCountryDominica	eng	Dominica	date20100514

LangTagCountryDominicanRepublic	deu	Dominikanische Republik	date20100514
LangTagCountryDominicanRepublic	eng	Dominican Republic	date20100514

LangTagCountryDjibouti	deu	Dschibuti	date20100514
LangTagCountryDjibouti	eng	Djibouti	date20100514

LangTagCountryEcuador	deu	Ekuador	date20100514
LangTagCountryEcuador	eng	Ecuador	date20100514

LangTagCountryElSalvador	deu	El Salvador	date20100514
LangTagCountryElSalvador	eng	El Salvador	date20100514

LangTagCountryEritrea	deu	Eritrea	date20100514
LangTagCountryEritrea	eng	Eritrea	date20100514

LangTagCountryEstonia	deu	Estland	date20100514
LangTagCountryEstonia	eng	Estonia	date20100514

LangTagCountryFalklandIslands	deu	Falklandinseln (Malvinen)	date20100514
LangTagCountryFalklandIslands	eng	Falkland Islands (Malvinas)	date20100514

LangTagCountryFaroeIslands	deu	Faröer	date20100514
LangTagCountryFaroeIslands	eng	Faroe Islands	date20100514

LangTagCountryFiji	deu	Fidschi	date20100514
LangTagCountryFiji	eng	Fiji	date20100514

LangTagCountryFinland	deu	Finnland	date20100514
LangTagCountryFinland	eng	Finland	date20100514

LangTagCountryFrance	deu	Frankreich	date20100514
LangTagCountryFrance	eng	France	date20100514

LangTagCountryFrenchSouthernTerritories	deu	Französische Südpolar-Territorien	date20100514
LangTagCountryFrenchSouthernTerritories	eng	French Southern Territories	date20100514

LangTagCountryFrenchGuiana	deu	Französisch-Guayana	date20100514
LangTagCountryFrenchGuiana	eng	French Guiana	date20100514

LangTagCountryFrenchPolynesia	deu	Französisch-Polinesien	date20100514
LangTagCountryFrenchPolynesia	eng	French Polynesia	date20100514

LangTagCountryGabon	deu	Gabun	date20100514
LangTagCountryGabon	eng	Gabon	date20100514

LangTagCountryGambia	deu	Gambia	date20100514
LangTagCountryGambia	eng	Gambia	date20100514

LangTagCountryGeorgia	deu	Georgien	date20100514
LangTagCountryGeorgia	eng	Georgia	date20100514

LangTagCountryGhana	deu	Ghana	date20100514
LangTagCountryGhana	eng	Ghana	date20100514

LangTagCountryGibraltar	deu	Gibraltar	date20100514
LangTagCountryGibraltar	eng	Gibraltar	date20100514

LangTagCountryGrenada	deu	Grenada	date20100514
LangTagCountryGrenada	eng	Grenada	date20100514

LangTagCountryGreece	deu	Griechenland	date20100514
LangTagCountryGreece	eng	Greece	date20100514

LangTagCountryGreenland	deu	Grönland	date20100514
LangTagCountryGreenland	eng	Greenland	date20100514

LangTagCountryGuadeloupe	deu	Guadeloupe	date20100514
LangTagCountryGuadeloupe	eng	Guadeloupe	date20100514

LangTagCountryGuam	deu	Guam	date20100514
LangTagCountryGuam	eng	Guam	date20100514

LangTagCountryGuatemala	deu	Guatemala	date20100514
LangTagCountryGuatemala	eng	Guatemala	date20100514

LangTagCountryGuinea	deu	Guinea	date20100514
LangTagCountryGuinea	eng	Guinea	date20100514

LangTagCountryGuineaBissau	deu	Guinea-Bissau	date20100514
LangTagCountryGuineaBissau	eng	Guinea-Bissau	date20100514

LangTagCountryGuyana	deu	Guyana	date20100514
LangTagCountryGuyana	eng	Guyana	date20100514

LangTagCountryHaiti	deu	Haiti	date20100514
LangTagCountryHaiti	eng	Haiti	date20100514

LangTagCountryHeardIslandAndMcDonaldIslands	deu	Heardinsel und McDonald-Inseln	date20100514
LangTagCountryHeardIslandAndMcDonaldIslands	eng	Heard Island and McDonald Islands	date20100514

LangTagCountryHolySeeVaticanCityState	deu	Heilige Stuhl, der (Vatikanstadt)	date20100514
LangTagCountryHolySeeVaticanCityState	eng	Holy See (Vatican City State)	date20100514

LangTagCountryHonduras	deu	Honduras	date20100514
LangTagCountryHonduras	eng	Honduras	date20100514

LangTagCountryHongkong	deu	Hong Kong	date20100514
LangTagCountryHongkong	eng	Hongkong	date20100514

LangTagCountryIndia	deu	Indien	date20100514
LangTagCountryIndia	eng	India	date20100514

LangTagCountryIndonesia	deu	Indonesien	date20100514
LangTagCountryIndonesia	eng	Indonesia	date20100514

LangTagCountryIraq	deu	Irak	date20100514
LangTagCountryIraq	eng	Iraq	date20100514

LangTagCountryIran	deu	Iran, Islamische Republik	date20100514
LangTagCountryIran	eng	Iran, Islamic Republic of	date20100514

LangTagCountryIreland	deu	Irland	date20100514
LangTagCountryIreland	eng	Ireland	date20100514

LangTagCountryIceland	deu	Island	date20100514
LangTagCountryIceland	eng	Iceland	date20100514

LangTagCountryIsrael	deu	Israel	date20100514
LangTagCountryIsrael	eng	Israel	date20100514

LangTagCountryItaly	deu	Italien	date20100514
LangTagCountryItaly	eng	Italy	date20100514

LangTagCountryJamaica	deu	Jamaika	date20100514
LangTagCountryJamaica	eng	Jamaica	date20100514

LangTagCountryJapan	deu	Japan	date20100514
LangTagCountryJapan	eng	Japan	date20100514

LangTagCountryYemen	deu	Jemen	date20100514
LangTagCountryYemen	eng	Yemen	date20100514

LangTagCountryJordan	deu	Jordan	date20100514
LangTagCountryJordan	eng	Jordan	date20100514

LangTagCountryCaymanIslands	deu	Kaimaninseln	date20100514
LangTagCountryCaymanIslands	eng	Cayman Islands	date20100514

LangTagCountryCambodia	deu	Kambodscha	date20100514
LangTagCountryCambodia	eng	Cambodia	date20100514

LangTagCountryCameroon	deu	Kamerun	date20100514
LangTagCountryCameroon	eng	Cameroon	date20100514

LangTagCountryCanada	deu	Kanada	date20100514
LangTagCountryCanada	eng	Canada	date20100514

LangTagCountryCapeVerde	deu	Kap Verde	date20100514
LangTagCountryCapeVerde	eng	Cape Verde	date20100514

LangTagCountryKazakhstan	deu	Kasachstan	date20100514
LangTagCountryKazakhstan	eng	Kazakhstan	date20100514

LangTagCountryQatar	deu	Katar	date20100514
LangTagCountryQatar	eng	Qatar	date20100514

LangTagCountryKenya	deu	Kenia	date20100514
LangTagCountryKenya	eng	Kenya	date20100514

LangTagCountryKyrgyzstan	deu	Kirgisien	date20100514
LangTagCountryKyrgyzstan	eng	Kyrgyzstan	date20100514

LangTagCountryKiribati	deu	Kiribati	date20100514
LangTagCountryKiribati	ebg	Kiribati	date20100514

LangTagCountryUnitedStatesMinorOutlyingIslands	deu	Kleine US-Außeninseln	date20100514
LangTagCountryUnitedStatesMinorOutlyingIslands	eng	United States Minor Outlying Islands	date20100514

LangTagCountryColombia	deu	Kolumbien	date20100514
LangTagCountryColombia	eng	Colombia	date20100514

LangTagCountryComoros	deu	Komoren	date20100514
LangTagCountryComoros	eng	Comoros	date20100514

LangTagCountryCongo	deu	Kongo	date20100514
LangTagCountryCongo	eng	Congo	date20100514

LangTagCountryCongoDemocraticRepublic	deu	Kongo, Demokratische Republik	date20100514
LangTagCountryCongoDemocraticRepublic	eng	Congo, the Democratic Republic of the	date20100514

LangTagCountryKoreaDemocraticPeoplesRepublic	deu	Korea, Demokratische Volksrepublik	date20100514
LangTagCountryKoreaDemocraticPeoplesRepublic	eng	Korea, Democratic Peoples Republic of	date20100514

LangTagCountryCroatia	deu	Kroatien	date20100514
LangTagCountryCroatia	eng	Croatia	date20100514

LangTagCountryCuba	deu	Kuba	date20100514
LangTagCountryCuba	eng	Cuba	date20100514

LangTagCountryKuwait	deu	Kuwait	date20100514
LangTagCountryKuwait	eng	Kuwait	date20100514

LangTagCountryLaoPeoplesDemocraticRepublic	deu	Laos, Demokratische Volksrepublik	date20100514
LangTagCountryLaoPeoplesDemocraticRepublic	eng	Lao Peoples Democratic Republic	date20100514

LangTagCountryLesotho	deu	Lesotho	date20100514
LangTagCountryLesotho	eng	Lesotho	date20100514

LangTagCountryLatvia	deu	Lettland	date20100514
LangTagCountryLatvia	eng	Latvia	date20100514

LangTagCountryLebanon	deu	Libanon	date20100514
LangTagCountryLebanon	eng	Lebanon	date20100514

LangTagCountryLiberia	deu	Liberia	date20100514
LangTagCountryLiberia	eng	Liberia	date20100514

LangTagCountryLibyanArabJamahiriya	deu	Libyen	date20100514
LangTagCountryLibyanArabJamahiriya	eng	Libyan Arab Jamahiriya	date20100514

LangTagCountryLiechtenstein	deu	Liechtenstein	date20100514
LangTagCountryLiechtenstein	eng	Liechtenstein	date20100514

LangTagCountryLithuania	deu	Litauen	date20100514
LangTagCountryLithuania	eng	Lithuania	date20100514

LangTagCountryLuxembourg	deu	Luxemburg	date20100514
LangTagCountryLuxembourg	eng	Luxembourg	date20100514

LangTagCountryMacao	deu	Macao	date20100514
LangTagCountryMacao	eng	Macao	date20100514

LangTagCountryMadagascar	deu	Madagaskar	date20100514
LangTagCountryMadagascar	eng	Madagascar	date20100514

LangTagCountryMalawi	deu	Malawi	date20100514
LangTagCountryMalawi	eng	Malawi	date20100514

LangTagCountryMalaysia	deu	Malaysia	date20100514
LangTagCountryMalaysia	eng	Malaysia	date20100514

LangTagCountryMaldives	deu	Maldiven	date20100514
LangTagCountryMaldives	eng	Maldives	date20100514

LangTagCountryMali	deu	Mali	date20100514
LangTagCountryMali	eng	Mali	date20100514

LangTagCountryMalta	deu	Malta	date20100514
LangTagCountryMalta	eng	Malta	date20100514

LangTagCountryMorocco	deu	Marocco	date20100514
LangTagCountryMorocco	eng	Morocco	date20100514

LangTagCountryMarshallIslands	deu	Marshallinseln	date20100514
LangTagCountryMarshallIslands	eng	Marshall Islands	date20100514

LangTagCountryMartinique	deu	Martinique	date20100514
LangTagCountryMartinique	eng	Martinique	date20100514

LangTagCountryMauritania	deu	Mauritanien	date20100514
LangTagCountryMauritania	eng	Mauritania	date20100514

LangTagCountryMauritius	deu	Mauritius	date20100514
LangTagCountryMauritius	eng	Mauritius	date20100514

LangTagCountryMayotte	deu	Mayotte	date20100514
LangTagCountryMayotte	eng	Mayotte	date20100514

LangTagCountryMacedoniaFormerYugoslavRepublic	deu	Mazedonien, die ehemalige Jugoslawische Republik	date20100514
LangTagCountryMacedoniaFormerYugoslavRepublic	eng	Macedonia, the Former Yugoslav Republic	date20100514

LangTagCountryMexico	deu	Mexiko	date20100514
LangTagCountryMexico	eng	Mexico	date20100514

LangTagCountryMicronesiaFederatedStates	deu	Mikronesien, Staatsföderation	date20100514
LangTagCountryMicronesiaFederatedStates	eng	Micronesia, Federated States of	date20100514

LangTagCountryMoldovaRepublic	deu	Moldawien, Republik	date20100514
LangTagCountryMoldovaRepublic	eng	Moldova, Republic of	date20100514

LangTagCountryMonaco	deu	Monako	date20100514
LangTagCountryMonaco	eng	Monaco	date20100514

LangTagCountryMongolia	deu	Mongolei	date20100514
LangTagCountryMongolia	eng	Mongolia	date20100514

LangTagCountryMontserrat	deu	Montserrat	date20100514
LangTagCountryMontserrat	eng	Montserrat	date20100514

LangTagCountryMozambique	deu	Mosambik	date20100514
LangTagCountryMozambique	eng	Mozambique	date20100514

LangTagCountryMyanmar	deu	Myanmar	date20100514
LangTagCountryMyanmar	eng	Myanmar	date20100514

LangTagCountryNamibia	deu	Namibia	date20100514
LangTagCountryNamibia	eng	Namibia	date20100514

LangTagCountryNauru	deu	Nauru	date20100517
LangTagCountryNauru	eng	Nauru	date20100517

LangTagCountryNepal	deu	Nepal	date20100517
LangTagCountryNepal	eng	Nepal	date20100517

LangTagCountryNewCaledonia	deu	Neukaledonien	date20100517
LangTagCountryNewCaledonia	eng	New Caledonia	date20100517

LangTagCountryNewZealand	deu	Neuseeland	date20100517
LangTagCountryNewZealand	eng	New Zealand	date20100517

LangTagCountryNetherlands	deu	Niederlande	date20100517
LangTagCountryNetherlands	eng	Netherlands	date20100517

LangTagCountryNetherlandsAntilles	deu	Niederlaendische Antillen	date20100517
LangTagCountryNetherlandsAntilles	eng	Netherlands Antilles	date20100517

LangTagCountryNiger	deu	Niger	date20100517
LangTagCountryNiger	eng	Niger	date20100517

LangTagCountryNigeria	deu	Nigeria	date20100517
LangTagCountryNigeria	eng	Nigeria	date20100517

LangTagCountryNicaragua	deu	Nikaragua	date20100517
LangTagCountryNicaragua	eng	Nicaragua	date20100517

LangTagCountryNiue	deu	Niue	date20100517
LangTagCountryNiue	eng	Niue	date20100517

LangTagCountryNorthernMarianaIslands	deu	Nordische Marianen-Inseln	date20100517
LangTagCountryNorthernMarianaIslands	eng	Northern Mariana Islands	date20100517

LangTagCountryNorfolkIsland	deu	Norfolkinseln	date20100517
LangTagCountryNorfolkIsland	eng	Norfolk Island	date20100517

LangTagCountryNorway	deu	Norwegen	date20100517
LangTagCountryNorway	eng	Norway	date2010517

LangTagCountryOman	deu	Oman	date20100517
LangTagCountryOman	eng	Oman	date20100517

LangTagCountryAustria	deu	Oesterreich	date20100517
LangTagCountryAustria	eng	Austria	date20100517

LangTagCountryTimorLeste	deu	Ost-Timur	date20100517
LangTagCountryTimorLeste	eng	Timor-Leste	date20100517

LangTagCountryPakistan	deu	Pakistan	date20100517
LangTagCountryPakistan	eng	Pakistan	date20100517

LangTagCountryPalestinianTerritory	deu	Palestinensische Territorium, das	date20100517
LangTagCountryPalestinianTerritory	eng	Palestinian Territory	date20100517

LangTagCountryPalau	deu	Palau	date20100517
LangTagCountryPalau	eng	Palau	date20100517

LangTagCountryPanama	deu	Panama	date20100517
LangTagCountryPanama	eng	Panama	date20100517

LangTagCountryPapuaNewGuinea	deu	Papua-Neuguinea	date20100517
LangTagCountryPapuaNewGuinea	eng	Papua New Guinea	date20100517

LangTagCountryParaguay	deu	Paraguay	date20100517
LangTagCountryParaguay	eng	Paraguay	date20100517

LangTagCountryPeru	deu	Peru	date20100517
LangTagCountryPeru	eng	Peru	date20100517

LangTagCountryPhilippines	deu	Philippinen	date20100517
LangTagCountryPhilippines	eng	Philippines	date20100517

LangTagCountryPitcairn	deu	Pitcairn	date20100517
LangTagCountryPitcairn	eng	Pitcairn	date20100517

LangTagCountryPoland	deu	Polen	date20100517
LangTagCountryPoland	eng	Poland	date20100517

LangTagCountryPortugal	deu	Portugal	date20100517
LangTagCountryPortugal	eng	Portugal	date20100517

LangTagCountryPuertoRico	deu	Puerto Rico	date20100517
LangTagCountryPuertoRico	eng	Puerto Rico	date20100517

LangTagCountryReunion	deu	Reunion	date20100517
LangTagCountryReunion	eng	Reunion	date20100517

LangTagCountryRwanda	deu	Ruanda	date20100517
LangTagCountryRwanda	eng	Rwanda	date20100517

LangTagCountryRomania	deu	Rumaenien	date20100517
LangTagCountryRomania	eng	Romania	date20100517

LangTagCountryRussianFederation	deu	Russland	date20100517
LangTagCountryRussianFederation	eng	Russian Federation	date20100517

LangTagCountrySolomonIslands	deu	Salomon-Inseln	date20100517
LangTagCountrySolomonIslands	eng	Solomon Islands	date20100517

LangTagCountryZambia	deu	Sambia	date20100517
LangTagCountryZambia	eng	Zambia	date20100517

LangTagCountrySamoa	deu	Samoa	date20100517
LangTagCountrySamoa	eng	Samoa	date20100517

LangTagCountrySanMarino	deu	San Marino	date20100517
LangTagCountrySanMarino	eng	San Marino	date20100517

LangTagCountrySaoTomeAndPrincipe	deu	Sao Tome und Principe	date20100517
LangTagCountrySaoTomeAndPrincipe	eng	Sao Tome and Principe	date20100517

LangTagCountrySaudiArabia	deu	Saudi-Arabien	date20100517
LangTagCountrySaudiArabia	eng	Saudi Arabia	date20100517

LangTagCountrySweden	deu	Schweden	date20100517
LangTagCountrySweden	eng	Sweden	date20100517

LangTagCountrySwitzerland	deu	Schweiz	date20100517
LangTagCountrySwitzerland	eng	Switzerland	date20100517

LangTagCountrySenegal	deu	Senegal	date20100517
LangTagCountrySenegal	eng	Senegal	date20100517

LangTagCountrySerbiaAndMontenegro	deu	Serbien-Montenegro	date20100517
LangTagCountrySerbiaAndMontenegro	eng	Serbia and Montenegro	date20100517

LangTagCountrySeychelles	deu	Seychelles	date20100517
LangTagCountrySeychelles	eng	Seychelles	date20100517

LangTagCountrySierraLeone	deu	Sierra Leone	date20100517
LangTagCountrySierraLeone	eng	Sierra Leone	date20100517

LangTagCountryZimbabwe	deu	Simbabwe	date20100517
LangTagCountryZimbabwe	eng	Zimbabwe	date20100517

LangTagCountrySingapore	deu	Singapur	date20100517
LangTagCountrySingapore	eng	Singapore	date20100517

LangTagCountrySlovakia	deu	Slovakei	date20100517
LangTagCountrySlovakia	eng	Slovakia	date20100517

LangTagCountrySlovenia	deu	Slovenien	date20100517
LangTagCountrySlovenia	eng	Slovenia	date20100517

LangTagCountrySomalia	deu	Somalia	date20100517
LangTagCountrySomalia	eng	Somalia	date20100517

LangTagCountrySpain	deu	Spanien	date20100517
LangTagCountrySpain	eng	Spain	date20100517

LangTagCountrySriLanka	deu	Sri Lanka	date20100517
LangTagCountrySriLanka	eng	Sri Lanka	date20100517

LangTagCountrySaintHelena	deu	St. Helena	date20100517
LangTagCountrySaintHelena	eng	Saint Helena	date20100517

LangTagCountrySaintKittsAndNevis	deu	St. Kitts und Nevis	date20100517
LangTagCountrySaintKittsAndNevis	eng	Saint Kitts and Nevis	date20100517

LangTagCountrySaintLucia	deu	St Lucia	date20100517
LangTagCountrySaintLucia	eng	Saint Lucia	date20100517

LangTagCountrySaintPierreAndMiquelon	deu	St. Peirre und Miquelon	date20100517
LangTagCountrySaintPierreAndMiquelon	eng	Saint Pierre and Miquelon	date20100517

LangTagCountrySaintVincentAndTheGrenadines	deu	St. Vincent und die Grenadinen	date20100517
LangTagCountrySaintVincentAndTheGrenadines	eng	Saint Vincent and the Grenadines	date20100517

LangTagCountrySouthAfrica	deu	Suedafrika	date20100517
LangTagCountrySouthAfrica	eng	South Africa	date20100517

LangTagCountrySudan	deu	Sudan	date20100517
LangTagCountrySudan	eng	Sudan	date20100517

LangTagCountrySouthGeorgiaAndTheSouthSandwichIslands	deu	Sudgeorgien und Sudsandwitsch-Inseln	date20100517
LangTagCountrySouthGeorgiaAndTheSouthSandwichIslands	eng	South Georgia and the South Sandwich Islands	date20100517

LangTagCountrySuriname	deu	Suriname	date20100517
LangTagCountrySuriname	eng	Suriname	date20100517

LangTagCountrySvalbardJanMayen	deu	Svalbard & Jan Mayen	date20100517
LangTagCountrySvalbardJanMayen	eng	Svalbard & Jan Mayen	date20100517

LangTagCountrySwaziland	deu	Swasiland	date20100517
LangTagCountrySwaziland	eng	Swaziland	date20100517

LangTagCountrySyrianArabRepublic	deu	Syrien, Arabische Republik	date20100517
LangTagCountrySyrianArabRepublic	eng	Syrian Arab Republic	date20100517

LangTagCountryTajikistan	deu	Tadschikistan	date20100517
LangTagCountryTajikistan	eng	Tajikistan	date20100517

LangTagCountryTaiwan	deu	Taiwan	date20100517
LangTagCountryTaiwan	eng	Taiwan	date20100517

LangTagCountryTanzaniaUnitedRepublic	deu	Tansania, Vereinigte Republik	date20100517
LangTagCountryTanzaniaUnitedRepublic	eng	Tanzania, United Republic of	date20100517

LangTagCountryThailand	deu	Thailand	date20100517
LangTagCountryThailand	eng	Thailand	date20100517

LangTagCountryTogo	deu	Togo	date20100517
LangTagCountryTogo	eng	Togo	date20100517

LangTagCountryTokelau	deu	Tokelau	date20100517
LangTagCountryTokelau	eng	Tokelau	date20100517

LangTagCountryTonga	deu	Tonga	date20100517
LangTagCountryTonga	eng	Tonga	date20100517

LangTagCountryTrinidadAndTobago	deu	Trinidad und Tobago	date20100517
LangTagCountryTrinidadAndTobago	eng	Trinidad and Tobago	date20100517

LangTagCountryChad	deu	Tschad	date20100517
LangTagCountryChad	eng	Chad	date20100517

LangTagCountryCzechRepublic	deu	Tschechische Republik	date20100517
LangTagCountryCzechRepublic	eng	Czech Republic	date20100517

LangTagCountryTunisia	deu	Tunesien	date20100517
LangTagCountryTunisia	eng	Tunisia	date20100517

LangTagCountryTurkey	deu	Tuerkei	date20100517
LangTagCountryTurkey	eng	Turkey	date20100517

LangTagCountryTurkmenistan	deu	Turkmenistan	date20100517
LangTagCountryTurkmenistan	eng	Turkmenistan	date20100517

LangTagCountryTurksAndCaicosIslands	deu	Turks- und Caicos-Inseln	date20100517
LangTagCountryTurksAndCaicosIslands	eng	Turks and Caicos Islands	date20100517

LangTagCountryTuvalu	deu	Tuvalu	date20100517
LangTagCountryTuvalu	eng	Tuvalu	date20100517

LangTagCountryUganda	deu	Uganda	date20100517
LangTagCountryUganda	eng	Uganda	date20100517

LangTagCountryUkraine	deu	Ukraine	date20100517
LangTagCountryUkraine	eng	Ukraine	date20100517

LangTagCountryHungary	deu	Ungarn	date20100517
LangTagCountryHungary	eng	Hungary	date20100517

LangTagCountryUruguay	deu	Uruguay	date20100517
LangTagCountryUruguay	eng	Uruguay	date20100517

LangTagCountryUzbekistan	deu	Uzbekistan	date20100517
LangTagCountryUzbekistan	eng	Uzbekistan	date20100517

LangTagCountryVirginIslandsUS	deu	US-Jungferninseln	date20100517
LangTagCountryVirginIslandsUS	eng	Virgin Islands, U.S	date20100517

LangTagCountryVanuatu	deu	Vanuatu	date20100517
LangTagCountryVanuatu	eng	Vanuatu	date20100517

LangTagCountryVenezuela	deu	Venezuela	date20100517
LangTagCountryVenezuela	eng	Venezuela	date20100517

LangTagCountryUnitedArabEmirates	deu	Vereinigte Arabische Emiraten	date20100517
LangTagCountryUnitedArabEmirates	eng	United Arab Emirates	date20100517

LangTagCountryUnitedKingdom	deu	Vereinigtes Koenigreich	date20100517
LangTagCountryUnitedKingdom	eng	United Kingdom	date20100517

LangTagCountryUnitedStates	deu	Vereinigte Staaten	date20100517
LangTagCountryUnitedStates	eng	United States	date20100517

LangTagCountryVietNam	deu	Vietnam	date20100517
LangTagCountryVietNam	eng	Viet Nam	date20100517

LangTagCountryWallisAndFutuna	deu	Wallis und Futuna	date20100517
LangTagCountryWallisAndFutuna	eng	Wallis and Futuna	date20100517

LangTagCountryChristmasIsland	deu	Weinachtsinseln	date20100517
LangTagCountryChristmasIsland	eng	Christmas Island	date20100517

LangTagCountryBelarus	deu	Weissrussland	date20100517
LangTagCountryBelarus	eng	Belarus	date20100517

LangTagCountryWesternSahara	deu	Westsahara	date20100517
LangTagCountryWesternSahara	eng	Western Sahara	date20100517

LangTagCountryCentralAfricanRepublic	deu	Zentranafrikanische Republik	date20100517
LangTagCountryCentralAfricanRepublic	eng	Central African Republic	date20100517

LangTagCountryCyprus	deu	Zypern	date20100517
LangTagCountryCyprus	eng	Cyprus	date20100517
//End Countries

PaynovaFailedText	deu	Wir bedauern, es konnte keine Verbindung zum Server unseres Zahlungsanbieters zur Abwicklung der gesicherten Kreditkartenzahlung aufgebaut werden. Ihre Bestellung haben wir erfolgreich erhalten. Wir werden uns bezüglich der Zahlungsmöglichkeiten Ihrer Bestellung mit Ihnen in Verbindung setzen.	date20090211
PaynovaFailedText	rom	Regretam, dar nu sa putut face legatura cu Server-ul clientului nostru in vederea platii prin Card bancar. Comanda Dvs. a fost retinuta si vom lua cit mai curind legatura cu Dvs. in vederea clarificarii modalitatii de plata.	date20090213

Default...	deu	German	date20060817	
Default...	eng	English	date20060817	
Default...	fra	Francais	date20060817	
				
				
				
//financial institution				
//Vorlage:				
...	deu	anmelden.	date2006mmtt	
...	eng	Example	date2005mmtt	
..	fra	Exemple	date2005mmtt	
				
				
				
				
				
				
//  GS ShopBuilder, Copyright (c) 2006 by GS Software AG, Dortmund (www.gs-shopbuilder.com) - Do not remove this copyright notice!				
x				
x				
x				
