//Key	Language	Translation	creation date yyyymmdd
//  GS ShopBuilder, Copyright (c) 2004 by GS Software AG, Dortmund (www.gs-shopbuilder.com) - Do not remove this copyright notice!		GS ShopBuilder version 3.0.0.3	data20020101
// ©2003 GS ShopBuilder - Droits de traduction réservés pour tous les pays. 			date20020101
// ©2003 GS ShopBuilder - All Rights Reserved.		All translations rights reserved.	date20020101
// ©2003 GS ShopBuilder - Todos los Derechos quedan reservados. 	 	Todas los derechos de traducción reservados.	date20020101
// ©2003 GS ShopBuilder - Alle Rechte vorbehalten.	 	Alle Übersetzungsrechte vorbehalten.	date20020101
// ©2003 GS ShopBuilder - Alle Rechten Voorbehouden. 	 		date20020101
// ©2003 GS ShopBuilder - Med ensamrätt.	 	 	date20020101	sv
// ©2003 GS ShopBuilder - Tutti i Diritti Riservati. 	 	Tutti i diritti di traduzione riservati.	date20020101
// ©2003 GS ShopBuilder - Todos os Direitos Reservados.	 	Todas os direitos de tradução reservados.	date20020101
// ©2003 GS ShopBuilder - Med eneret.	 	 	date20020101	dk
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel30Label21Caption	deu	Z:	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel30Label21Caption	esp	Z:	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel30Label22Caption	deu	%	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel30Label22Caption	esp	%	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel31Label23Caption	deu	Mittel	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel31Label23Caption	esp	Media	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel32Button6Caption	deu	...	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel32Button6Caption	esp	...	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel32Hint	deu	Qualität der JPEG Kompression und Größe der komprimierten Datei	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel32Hint	esp	Calidad de compresión JPEG y el tamaño del archivo comprimido	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel32Label24Caption	deu	JPG:	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel32Label24Caption	esp	JPG:	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel32Label25Caption	deu	999,5 kB	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel32Label25Caption	esp	999,5 kB	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel33Hint	deu	Maximale Breite und Höhe	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel33Hint	esp	Altura y la anchura máxima	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel33Label26Caption	deu	B:	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel33Label26Caption	esp	A:	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel33Label27Caption	deu	H:	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel33Label27Caption	esp	A:	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel33Label30Caption	deu	1000	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel33Label30Caption	esp	1000	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel33Label31Caption	deu	1000	date20030218
L_ImageBrowserPanel3Panel9Panel12Panel15Panel27Panel33Label31Caption	esp	1000	date20030218
L_ImageBrowserPanel4Panel1GroupBox1Caption	deu	Bei Doppelklick importieren:	date20030218
L_ImageBrowserPanel4Panel1GroupBox1Caption	esp	Importar mediante doble clic:	date20030218
L_ImageBrowserPanel4Panel1GroupBox1cbBigCaption	deu	großes Bild	date20030218
L_ImageBrowserPanel4Panel1GroupBox1cbBigCaption	esp	Ampliación de imagen	date20030218
L_ImageBrowserPanel4Panel1GroupBox1cbMediumCaption	deu	mittleres Bild	date20030218
L_ImageBrowserPanel4Panel1GroupBox1cbMediumCaption	esp	imagen media	date20030218
L_ImageBrowserPanel4Panel1GroupBox1cbSmallCaption	deu	kleines Bild	date20030218
L_ImageBrowserPanel4Panel1GroupBox1cbSmallCaption	esp	imagen pequeña	date20030218
L_ImageBrowserPanel4Panel6FileListBox1Hint	deu	Bild übernehmen mit Doppelklick	date20030218
L_ImageBrowserPanel4Panel6FileListBox1Hint	esp	Imagen vía doble clic Aceptar	date20030218
L_ImageBrowserPopupMenu1Helligkeit1Caption	deu	&Helligkeit	date20030218
L_ImageBrowserPopupMenu1Helligkeit1Caption	esp	&Brillo	date20030218
L_ImageBrowserPopupMenu1Helligkeit1Dunkler1Caption	deu	&Dunkler	date20030218
L_ImageBrowserPopupMenu1Helligkeit1Dunkler1Caption	esp	&Más oscuro	date20030218
L_ImageBrowserPopupMenu1Helligkeit1Heller1Caption	deu	&Heller	date20030218
L_ImageBrowserPopupMenu1Helligkeit1Heller1Caption	esp	&Más brillante	date20030218
L_ImageBrowserPopupMenu1JPEGVorschau1Caption	deu	JPEG &Vorschau	date20030218
L_ImageBrowserPopupMenu1JPEGVorschau1Caption	esp	&Vista previa JPEG	date20030218
L_ImageBrowserPopupMenu1Kontrast1Caption	deu	&Kontrast	date20030218
L_ImageBrowserPopupMenu1Kontrast1Caption	esp	&Contraste	date20030218
L_ImageBrowserPopupMenu1Kontrast1erhhen1Caption	deu	&verringern	date20030218
L_ImageBrowserPopupMenu1Kontrast1erhhen1Caption	esp	&reducir	date20030218
L_ImageBrowserPopupMenu1Kontrast1erhhen2Caption	deu	&erhöhen	date20030218
L_ImageBrowserPopupMenu1Kontrast1erhhen2Caption	esp	&aumento	date20030218
L_ImageBrowserPopupMenu1N1Caption	deu	-	date20030218
L_ImageBrowserPopupMenu1N1Caption	esp	-	date20030218
L_ImageBrowserPopupMenu1N2Caption	deu	-	date20030218
L_ImageBrowserPopupMenu1N2Caption	esp	-	date20030218
L_ImageBrowserPopupMenu1Schnellkorrektur1Caption	deu	Schnellko&rrektur	date20030218
L_ImageBrowserPopupMenu1Schnellkorrektur1Caption	esp	Corrección automática	date20030218
L_ImageBrowserPopupMenu1Schrfe1Caption	deu	&Schärfen	date20030218
L_ImageBrowserPopupMenu1Schrfe1Caption	esp	&Afilar	date20030218
L_ImageBrowserPopupMenu1Weichzeichnen1Caption	deu	&Weichzeichnen	date20030218
L_ImageBrowserPopupMenu1Weichzeichnen1Caption	esp	&Lisa	date20030218
L_ImageBrowserPopupMenu1Zoom1Caption	deu	&Zoom	date20030218
L_ImageBrowserPopupMenu1Zoom1Caption	esp	&Zoom	date20030218
L_ImageBrowserPopupMenu1Zoom1N1001Caption	deu	100%	date20030218
L_ImageBrowserPopupMenu1Zoom1N1001Caption	esp	100%	date20030218
L_ImageBrowserPopupMenu1Zoom1N101Caption	deu	10%	date20030218
L_ImageBrowserPopupMenu1Zoom1N101Caption	esp	10%	date20030218
L_ImageBrowserPopupMenu1Zoom1N1501Caption	deu	150%	date20030218
L_ImageBrowserPopupMenu1Zoom1N1501Caption	esp	150%	date20030218
L_ImageBrowserPopupMenu1Zoom1N2001Caption	deu	200%	date20030218
L_ImageBrowserPopupMenu1Zoom1N2001Caption	esp	200%	date20030218
L_ImageBrowserPopupMenu1Zoom1N251Caption	deu	25%	date20030218
L_ImageBrowserPopupMenu1Zoom1N251Caption	esp	25%	date20030218
L_ImageBrowserPopupMenu1Zoom1N4001Caption	deu	400%	date20030218
L_ImageBrowserPopupMenu1Zoom1N4001Caption	esp	400%	date20030218
L_ImageBrowserPopupMenu1Zoom1N501Caption	deu	50%	date20030218
L_ImageBrowserPopupMenu1Zoom1N501Caption	esp	50%	date20030218
L_ImageBrowserPopupMenu1Zoom1N751Caption	deu	75%	date20030218
L_ImageBrowserPopupMenu1Zoom1N751Caption	esp	75%	date20030218
L_ImageBrowserPopupMenu1Zoom1passend2Caption	deu	passend	date20030218
L_ImageBrowserPopupMenu1Zoom1passend2Caption	esp	apropiado	date20030218
L_ImageBrowserPopupMenu2bernehmenfralleBilder1Caption	deu	&Alle übernehmen	date20030218
L_ImageBrowserPopupMenu2bernehmenfralleBilder1Caption	esp	&Aceptar todo	date20030218
L_ImageBrowserPopupMenu2bernehmenfrgroesBild1Caption	deu	Als &großes Bild übernehmen	date20030218
L_ImageBrowserPopupMenu2bernehmenfrgroesBild1Caption	esp	Aceptar como ampliación de imagen	date20030218
L_ImageBrowserPopupMenu2bernehmenfrkleinesBild1Caption	deu	Als &kleines Bild übernehmen	date20030218
L_ImageBrowserPopupMenu2bernehmenfrkleinesBild1Caption	esp	Aceptar como imagen pequeña	date20030218
L_ImageBrowserPopupMenu2bernehmenfrmittleresBild1Caption	deu	Als &mittleres Bild übernehmen	date20030218
L_ImageBrowserPopupMenu2bernehmenfrmittleresBild1Caption	esp	Aceptar como medio de imagen	date20030218
L_ImageBrowserPopupMenu2MenuItem1Caption	deu	&Zoom	date20030218
L_ImageBrowserPopupMenu2MenuItem1Caption	esp	&Zoom	date20030218
L_ImageBrowserPopupMenu2MenuItem1MenuItem2Caption	deu	10%	date20030218
L_ImageBrowserPopupMenu2MenuItem1MenuItem2Caption	esp	10%	date20030218
L_ImageBrowserPopupMenu2MenuItem1MenuItem3Caption	deu	25%	date20030218
L_ImageBrowserPopupMenu2MenuItem1MenuItem3Caption	esp	25%	date20030218
L_ImageBrowserPopupMenu2MenuItem1MenuItem4Caption	deu	50%	date20030218
L_ImageBrowserPopupMenu2MenuItem1MenuItem4Caption	esp	50%	date20030218
L_ImageBrowserPopupMenu2MenuItem1MenuItem5Caption	deu	75%	date20030218
L_ImageBrowserPopupMenu2MenuItem1MenuItem5Caption	esp	75%	date20030218
L_ImageBrowserPopupMenu2MenuItem1MenuItem6Caption	deu	100%	date20030218
L_ImageBrowserPopupMenu2MenuItem1MenuItem6Caption	esp	100%	date20030218
L_ImageBrowserPopupMenu2MenuItem1MenuItem7Caption	deu	150%	date20030218
L_ImageBrowserPopupMenu2MenuItem1MenuItem7Caption	esp	150%	date20030218
L_ImageBrowserPopupMenu2MenuItem1MenuItem8Caption	deu	200%	date20030218
L_ImageBrowserPopupMenu2MenuItem1MenuItem8Caption	esp	200%	date20030218
L_ImageBrowserPopupMenu2MenuItem1MenuItem9Caption	deu	400%	date20030218
L_ImageBrowserPopupMenu2MenuItem1MenuItem9Caption	esp	400%	date20030218
L_ImageBrowserPopupMenu2MenuItem1passend1Caption	deu	passend	date20030218
L_ImageBrowserPopupMenu2MenuItem1passend1Caption	esp	apropiado	date20030218
L_ImageBrowserPopupMenu2N3Caption	deu	-	date20030218
L_ImageBrowserPopupMenu2N3Caption	esp	-	date20030218
L_ImageBrowserPopupMenu2N4Caption	deu	-	date20030218
L_ImageBrowserPopupMenu2N4Caption	esp	-	date20030218
L_importcontrolbtnCancelCaption	deu	Abbrechen	date20030218
L_importcontrolbtnCancelCaption	esp	Cancelar	date20030218
L_importcontrolbtnOKCaption	deu	OK	date20030218
L_importcontrolbtnOKCaption	esp	Vale	date20030218
L_importcontrolCaption	deu	Datenimport	date20030218
L_importcontrolCaption	esp	Importación de datos	date20030218
L_importcontrolLabel1Caption	deu	Label1	date20030218
L_importcontrolLabel1Caption	esp	Label1	date20030218
L_ImportFormbtnCancelCaption	deu	Abbrechen	date20030218
L_ImportFormbtnCancelCaption	esp	Cancelar	date20030218
L_ImportFormbtnHilfeCaption	deu	&Hilfe	date20030218
L_ImportFormbtnHilfeCaption	esp	&Ayuda	date20030218
L_ImportFormbtnImportCaption	deu	&Import	date20030218
L_ImportFormbtnImportCaption	esp	&Importación	date20030218
L_ImportFormbtnMeldungenCaption	deu	Meldungen	date20030218
L_ImportFormbtnMeldungenCaption	esp	Mensajes	date20030218
L_ImportFormbtnOpenConfCaption	deu	Konf. laden	date20030218
L_ImportFormbtnOpenConfCaption	esp	Cargar conf.	date20030218
L_ImportFormbtnOpenConfHint	deu	Load Conf.	date20030218
L_ImportFormbtnOpenConfHint	esp	Cargar conf.	date20030218
L_ImportFormbtnSaveConfigCaption	deu	Konf. sichern	date20030218
L_ImportFormbtnSaveConfigCaption	esp	Copia de seguridad de conf.	date20030218
L_ImportFormbtnSaveConfigHint	deu	Konf. Speichern	date20030218
L_ImportFormbtnSaveConfigHint	esp	Copia de seguridad de conf.	date20030218
L_ImportFormCaption	deu	Datenimport	date20030218
L_ImportFormCaption	esp	Importación de datos	date20030218
L_ImportFormgrbxOptionenCaption	deu	existierende Produkte	date20030218
L_ImportFormgrbxOptionenCaption	esp	Productos existentes	date20030218
L_ImportFormgrbxOptionenrbIgnoreCaption	deu	&Ignorieren	date20030218
L_ImportFormgrbxOptionenrbIgnoreCaption	esp	&Ignorar	date20030218
L_ImportFormgrbxOptionenrbReplaceCaption	deu	überschreiben	date20030218
L_ImportFormgrbxOptionenrbReplaceCaption	esp	Sobrescribir	date20030218
L_ImportFormGroupBox1btnDateiQueryCaption	deu	Datei wählen	date20030218
L_ImportFormGroupBox1btnDateiQueryCaption	esp	Seleccione el archivo	date20030218
L_ImportFormGroupBox1Caption	deu	Datenquelle	date20030218
L_ImportFormGroupBox1Caption	esp	Origen de datos	date20030218
L_ImportFormGroupBox1Hint	deu	Datei und Datenquellenformat wählen 	date20030218
L_ImportFormGroupBox1Hint	esp	Seleccione el archivo y el formato de origen de datos	date20030218
L_ImportFormGroupBox1lblImportTabelleCaption	deu	<keine Auswahl>	date20030218
L_ImportFormGroupBox1lblImportTabelleCaption	esp	<Ninguna fuente de datos elegida>	date20030218
L_ImportFormlbImportZuordHint	deu	Doppelklick um Ausdruckseditor zu öffnen	date20030218
L_ImportFormlbImportZuordHint	esp	Haga doble clic para abrir el editor de expresiones	date20030218
L_ImportFormlblImportCaption	deu	Für den Import ausgewählte Felder oder Ausdruck:	date20030218
L_ImportFormlblImportCaption	esp	Campos o expresiones para la importación:	date20030218
L_ImportFormlblImportDateiCaption	deu	Verfügbare Felder in der Datei, aus der importiert werden soll:	date20030218
L_ImportFormlblImportDateiCaption	esp	Campos disponibles en su origen de datos elegido:	date20030218
L_ImportFormlblKatalogCaption	deu	Zielfelder in der Katalogdatei:	date20030218
L_ImportFormlblKatalogCaption	esp	Diana campos#13#10GS ShopBuilder:	date20030218
L_ImportFormlblKatalogDateiCaption	deu	Verfügbare Felder in der Katalogdatei:	date20030218
L_ImportFormlblKatalogDateiCaption	esp	Campos disponibles en Catálogo:	date20030218
L_ImportFormpopupMenuZuordnungenAusdruckeingeben1Caption	deu	Ausdruck eingeben...	date20030218
L_ImportFormpopupMenuZuordnungenAusdruckeingeben1Caption	esp	Introduzca la expresión...	date20030218
L_ImportFormpopupMenuZuordnungenLschen1Caption	deu	Löschen	date20030218
L_ImportFormpopupMenuZuordnungenLschen1Caption	esp	Eliminar	date20030218
L_ImportFormRadioButton1Caption	deu	alle importieren	date20030218
L_ImportFormRadioButton1Caption	esp	Toda importación	date20030218
L_ImportFormRadioButton2Caption	deu	WG, Artikelnummer 	date20030218
L_ImportFormRadioButton2Caption	esp	Categoría, número de artículo	date20030218
L_ImportFormRadioButton3Caption	deu	WG, Art.-Bezeichnung	date20030218
L_ImportFormRadioButton3Caption	esp	Categoría, descripción de producto	date20030218
L_ImportFormRadioButton4Caption	deu	nur Artikelnummer	date20030218
L_ImportFormRadioButton4Caption	esp	Número de artículo sólo	date20030218
L_ImportFormsbAddFieldHint	deu	Add destination field	date20030218
L_ImportFormsbAddFieldHint	esp	Añadir campo de destino	date20030218
L_ImportFormsbAddImportHint	deu	Add field from import file	date20030218
L_ImportFormsbAddImportHint	esp	Agregar campo de archivo de importación	date20030218
L_ImportFormUnterscheidungCaption	deu	Unterscheidung	date20030218
L_ImportFormUnterscheidungCaption	esp	Diferencia	date20030218
L_ImportV1FormbtnCancelCaption	deu	Schliessen	date20030218
L_ImportV1FormbtnCancelCaption	esp	Cerrar	date20030218
L_ImportV1FormbtnDurchsuchenCaption	deu	...	date20030218
L_ImportV1FormbtnDurchsuchenCaption	esp	...	date20030218
L_ImportV1FormbtnImportstartenCaption	deu	Import starten	date20030218
L_ImportV1FormbtnImportstartenCaption	esp	Iniciar importación	date20030218
L_ImportV1FormCaption	deu	Import aus GS ShopBuilder Pro 1.x	date20030218
L_ImportV1FormCaption	esp	Importar desde GS ShopBuilder Pro 1.x	date20030218
L_ImportV1FormdlgOeffneImportDateiTitle	deu	Katalog-Datei suchen	date20030218
L_ImportV1FormdlgOeffneImportDateiTitle	esp	Search catalogue file	date20030218
L_ImportV1FormlblPfadCaption	deu	Datei mit der Katalog-Datenbank Ihres GS ShopBuilder Pro Version 1.x,#13#10(z.B. c:\programme\gssbpro\data\katalog.db):	date20030218
L_ImportV1FormlblPfadCaption	esp	Archivo con base de datos de catálogo de su GS ShopBuilder Pro Version 1.x,#13#10 (z.B. c:\program files\gssbpro\data\katalog.db):	date20030218
L_ImportV1StdFormbtnCancelCaption	deu	Schliessen	date20030218
L_ImportV1StdFormbtnCancelCaption	esp	Cerrar	date20030218
L_ImportV1StdFormbtnDurchsuchenCaption	deu	...	date20030218
L_ImportV1StdFormbtnDurchsuchenCaption	esp	...	date20030218
L_ImportV1StdFormbtnImportstartenCaption	deu	Import starten	date20030218
L_ImportV1StdFormbtnImportstartenCaption	esp	Iniciar importación	date20030218
L_ImportV1StdFormCaption	deu	Import aus GS ShopBuilder Standard 1.x	date20030218
L_ImportV1StdFormCaption	esp	Importar desde GS ShopBuilder Standard 1.x	date20030218
L_ImportV1StdFormdlgOeffneImportDateiTitle	deu	GS ShopBuilder 1 Daten suchen	date20030218
L_ImportV1StdFormdlgOeffneImportDateiTitle	esp	Buscar archivos de GS ShopBuilder 1	date20030218
L_ImportV1StdFormlblPfadCaption	deu	Datei mit der Katalog-Datenbank Ihres GS ShopBuilder Standard Version 1.x,#13#10(z.B. c:\programme\GS Software\GS ShopBuilder\data\katalog.db):	date20030218
L_ImportV1StdFormlblPfadCaption	esp	Archivo con base de datos de catálogo de su 1.x,#13#10 GS ShopBuilder versión estándar (z.B. c:\program files\GS Software\GS ShopBuilder\data\katalog.db):	date20030218
L_JpegPreviewFormCaption	deu	JPEG Vorschau	date20030218
L_JpegPreviewFormCaption	esp	Vista previa JPEG	date20030218
L_JpegPreviewFormPanel2Button1Caption	deu	OK	date20030218
L_JpegPreviewFormPanel2Button1Caption	esp	Vale	date20030218
L_JpegPreviewFormPanel2Button2Caption	deu	Abbrechen	date20030218
L_JpegPreviewFormPanel2Button2Caption	esp	Cancelar	date20030218
L_JpegPreviewFormPanel2Label1Caption	deu	JPEG Qualität:	date20030218
L_JpegPreviewFormPanel2Label1Caption	esp	Calidad JPEG:	date20030218
L_JpegPreviewFormPanel2Label2Caption	deu	Zoom:	date20030218
L_JpegPreviewFormPanel2Label2Caption	esp	Zoom:	date20030218
L_MeldButton1Caption	deu	Schließen	date20030218
L_MeldButton1Caption	esp	Cerrar	date20030218
L_MeldCaption	deu	System-Meldungen	date20030218
L_MeldCaption	esp	Mensajes del sistema	date20030218
L_PasswordFormButton1Caption	deu	OK	date20030218
L_PasswordFormButton1Caption	esp	Vale	date20030218
L_PasswordFormButton2Caption	deu	Abbrechen	date20030218
L_PasswordFormButton2Caption	esp	Cancelar	date20030218
L_PasswordFormCaption	deu	FTP Passwort	date20030218
L_PasswordFormCaption	esp	Contraseña de FTP	date20030218
L_PasswordFormGroupBox1Caption	deu	Passwort eingeben	date20030218
L_PasswordFormGroupBox1Caption	esp	Introducir contraseña	date20030218
L_PasswordFormGroupBox1Label1Caption	deu	Sie haben in den Einstellungen kein FTP Passwort für die Datenübertragung auf Ihren Web Server festgelegt. Bitte geben Sie jetzt das FTP Passwort ein. Das FTP Passwort wird nicht auf Ihrem Rechner gespeichert.	date20030218
L_PasswordFormGroupBox1Label1Caption	esp	No está disponible en la configuración de contraseña de FTP. Es necesario transferir tu tienda al servidor web. Por favor, introduzca su contraseña FTP. No se almacenará en su configuración.	date20030218
L_ProtoButton1Caption	deu	OK	date20030218
L_ProtoButton1Caption	esp	Vale	date20030218
L_ProtoButton2Caption	deu	&Speichern...	date20030218
L_ProtoButton2Caption	esp	&Guardar...	date20030218
L_ProtoCaption	deu	FTP-Protokoll	date20030218
L_ProtoCaption	esp	Archivo de FTP-registro	date20030218
L_ProtoSaveDialog1Title	deu	FTP-Protokoll speichern	date20030218
L_ProtoSaveDialog1Title	esp	Guardar archivo de FTP-registro	date20030218
L_RegisterFormButton1Caption	deu	&Demo	date20030218
L_RegisterFormButton1Caption	esp	&Demo	date20030218
L_RegisterFormButton2Caption	deu	&Registrieren	date20030218
L_RegisterFormButton2Caption	esp	&Registro	date20030218
L_RegisterFormCaption	deu	GS ShopBuilder - Registrierung	date20030218
L_RegisterFormCaption	esp	Registro GS ShopBuilder	date20030218
L_RegisterFormLabel12Caption	deu	-	date20030218
L_RegisterFormLabel12Caption	esp	-	date20030218
L_RegisterFormLabel13Caption	deu	-	date20030218
L_RegisterFormLabel13Caption	esp	-	date20030218
L_RegisterFormLabel14Caption	deu	-	date20030218
L_RegisterFormLabel14Caption	esp	-	date20030218
L_RegisterFormLabel15Caption	deu	Die Registriernummer besteht aus 5 Gruppen mit jeweils vier Zeichen.	date20030218
L_RegisterFormLabel15Caption	esp	El número de registro contiene 5 grupos, cada grupo tiene una longitud de 4 caracteres.	date20030218
L_RegisterFormLabel1Caption	deu	Bitte geben Sie hier Ihre Registriernummer ein. Bitte verwahren Sie Ihre Registriernummer#13#10sorgfältig auf und behandeln Sie diese vertraulich.	date20030218
L_RegisterFormLabel1Caption	esp	Por favor ingrese su número de registro. Su número de registro es confidencial, guárdelo en un lugar seguro. No entregue o venderlo a otra persona.	date20030218
L_RegisterFormPanel1Label2Caption	deu	Registrierung	date20030218
L_RegisterFormPanel1Label2Caption	esp	Registro	date20030218
L_RegisterFormPanel1Label3Caption	deu	Um den GS ShopBuilder zu verwenden, benötigen Sie eine gültige Registriernummer bzw. einen gültigen Lizenzschlüssel. Sie können die Software auch als Demo mit eingeschränkter Funktionalität testen. Die damit erzeugten Seiten dürfen allerdings nicht im Internet, Intranet oder auf andere Art veröffentlicht werden.	date20030218
L_RegisterFormPanel1Label3Caption	esp	Usted necesita un número de registro válido para utilizar el software GS ShopBuilder. También puede utilizar el software en modo de prueba con funcionalidad limitada. Sin un número de registro válido no puedes publicar la tienda online de demostración en el inter - o intranet o en cualquier otro lugar.	date20030218
L_ReportFormCaption	deu	ReportForm	date20030218
L_ReportFormCaption	esp	Formulario de informe	date20030218
L_ReportFormQuickRep1.ReportTitle	deu	Liste drucken	date20030218
L_ReportFormQuickRep1.ReportTitle	esp	Imprimir la lista de elementos	date20030218
L_ReportFormQuickRep1PageFooterBand1QRLabel2Caption	deu	Seite 	date20030218
L_ReportFormQuickRep1PageFooterBand1QRLabel2Caption	esp	Página 	date20030218
L_ReportFormQuickRep1PageFooterBand1QRLabel5Caption	deu	gedruckt am:	date20030218
L_ReportFormQuickRep1PageFooterBand1QRLabel5Caption	esp	Fecha de la impresión:	date20030218
L_ReportFormQuickRep1QRBand1.BandType	deu	Bandtype	date20030218
L_ReportFormQuickRep1QRBand1.BandType	esp	Bandtype	date20030218
L_ReportFormQuickRep1QRBand1QRLabel1Caption	deu	QRLabel1	date20030218
L_ReportFormQuickRep1QRBand1QRLabel1Caption	esp	QRLabel1	date20030218
L_ReportFormQuickRep1QRBand1QRLabel4Caption	deu	QRLabel4	date20030218
